,CODE,NAME
0,ABATE_ABPEAV,Abate - aves - peso das carcaças
1,ABATE_ABPEBV,Abate - bovinos - peso das carcaças
2,ABATE_ABPESU,Abate - suínos - peso das carcaças
3,ABATE_ABQUAV,Abate - aves - qde.
4,ABATE_ABQUBV,Abate - bovinos - qde.
5,ABATE_ABQUSU,Abate - suínos - qde.
6,ABATE12_ABPEAV12,Abate - aves - peso das carcaças
7,ABATE12_ABPEBO12,Abate - bois - peso das carcaças
8,ABATE12_ABPEBV12,Abate - bovinos - peso das carcaças
9,ABATE12_ABPEFR12,Abate - frangos - peso das carcaças
10,ABATE12_ABPENO12,Abate - novilhos - peso das carcaças
11,ABATE12_ABPESU12,Abate - suínos - peso das carcaças
12,ABATE12_ABPEVA12,Abate - vacas - peso das carcaças
13,ABATE12_ABPEVI12,Abate - vitelos - peso das carcaças
14,ABATE12_ABQUAV12,Abate - aves - qde.
15,ABATE12_ABQUBO12,Abate - bois - qde.
16,ABATE12_ABQUBV12,Abate - bovinos - qde.
17,ABATE12_ABQUFR12,Abate - frangos - qde.
18,ABATE12_ABQUNO12,Abate - novilhos - qde.
19,ABATE12_ABQUSU12,Abate - suínos - qde.
20,ABATE12_ABQUVA12,Abate - vacas - qde.
21,ABATE12_ABQUVI12,Abate - vitelos - qde.
22,ABIA12_ALIM12,Produção física - alimentos - índice (média 1989 = 100)
23,ABPO12_PAPEL12,"Expedição de caixas, acessórios e chapas - papelão ondulado - qde."
24,ABRACAL_PCALCARIO,Produção - calcário agrícola - qde.
25,ANATEL_APARELHO,Telefone - aparelhos instalados
26,ANATEL_INST,Telefone - acessos fixos instalados
27,ANATEL_SERV,Telefone - acessos fixos em serviço
28,ANATEL_SERVMOV,Telefone - acessos móveis em serviço
29,ANATEL_SERVMOVFIX,Telefone - acessos móveis e fixos em serviço
30,ANDA_PFERTILIZ,Produção- fertilizantes - qde.
31,ANDA12_PFERTILIZ12,Produção- fertilizantes - qde.
32,ANFAVE_QVEICL,Produção - automóveis - montados - qde.
33,ANP_PCARVAO,Produção - coque de carvão mineral - qde.
34,ANP_PCARVAOM,Produção - carvão mineral - qde.
35,ANP_PDALCO,Produção - álcool - qde.
36,ANP_PDGASN,Produção - gás natural - qde.
37,ANP_PDPET,Produção - petróleo - qde.
38,ANP_PGASOL,Produção - gasolina - qde.
39,ANP_PGLP,Produção - gás GLP - qde.
40,ANP_POLCOM,Produção - óleo combustível - qde.
41,ANP_POLDIE,Produção - óleo diesel - qde.
42,ANP_PQUEROS,Produção - querosene - qde.
43,ANP12_PDALCO12,Produção - álcool - média - qde./dia
44,ANP12_PDGASN12,Produção - gás natural - média - qde.
45,ANP12_PDPET12,Produção - petróleo - média - qde./dia
46,CE_CUTIND,Utilização da capacidade instalada - indústria - média
47,CE12_CUTBC12,Utilização da capacidade instalada - indústria - bens de consumo
48,CE12_CUTBI12,Utilização da capacidade instalada - indústria - bens intermediários
49,CE12_CUTBK12,Utilização da capacidade instalada - indústria - bens de capital
50,CE12_CUTBMC12,Utilização da capacidade instalada - indústria - material para construção
51,CE12_CUTIND12,Utilização da capacidade instalada - indústria - média
52,CE4_CUTBC4,Utilização da capacidade instalada - indústria - bens de consumo
53,CE4_CUTBI4,Utilização da capacidade instalada - indústria - bens intermediários
54,CE4_CUTBK4,Utilização da capacidade instalada - indústria - bens de capital
55,CE4_CUTBMC4,Utilização da capacidade instalada - indústria - material para construção
56,CE4_CUTIND4,Utilização da capacidade instalada - indústria - média
57,CNI12_INDE12,Produção industrial - indústria geral -  estoques  - evolução - índice
58,CNI12_INDEE12,Produção industrial - indústria extrativa -  estoques  - evolução - índice
59,CNI12_INDEP12,Produção industrial - indústria extrativa -  estoques  - efetivo/planejado - índice
60,CNI12_INDP12,Produção industrial - indústria geral -  estoques  - efetivo/planejado - índice
61,CNI12_INDTE12,Produção industrial - indústria de transformação -  estoques  - evolução - índice
62,CNI12_INDTP12,Produção industrial - indústria de transformação -  estoques  - efetivo/planejado - índice
63,CNI12_NUCAP12,Utilização da capacidade instalada - indústria
64,CNI12_NUCAPD12,Utilização da capacidade instalada - indústria - dessaz.
65,CO_AM,Despesas nas atividades de comércio
66,CS_AM,Despesas nas atividades de Serviços
67,DEPAE_SAFRA,Produção - agricultura - grãos - qde.
68,DEPAE_SAFRAAREA,Área plantada - grãos
69,ELETRO_PEEHIDR,Produção - energia elétrica - hidráulica - qde.
70,ELETRO_PEET,Produção - energia elétrica - qde.
71,ELETRO_PEETERM,Produção - energia elétrica - térmica - qde.
72,FIEMG12_CUTIND12,Utilização da capacidade - indústria - extrativa mineral - média
73,FIESP_NUCI,Utilização da capacidade instalada - indústria - SP
74,FIESP12_NUCI12,Utilização da capacidade instalada - indústria - SP
75,FIRJAN12_NUCIRJ12,Utilização da capacidade instalada - indústria - RJ
76,HIST_ACOV,Produção - aço
77,HIST_ACUCARQ,Produção - açúcar - qde.
78,HIST_ACUCARV,Produção - açúcar
79,HIST_AGUARQ,Produção - álcool e aguardente (quantidade) - índice (média 1939 = 100)
80,HIST_AGUARV,Produção - álcool e aguardente
81,HIST_BABQ,Produção - babaçu - qde.
82,HIST_BABV,Produção - babaçu
83,HIST_BANHAQ,Produção - banha - qde.
84,HIST_BANHAV,Produção - banha
85,HIST_BORRQ,Produção - borracha - qde.
86,HIST_BORRV,Produção - borracha
87,HIST_BOVV,Abate - bovinos
88,HIST_CAFEQ60,Produção - café - qde.
89,HIST_CAFEQ60W,Produção - café - qde.
90,HIST_CAFETORRQ,Produção - café (torrefação) - qde.
91,HIST_CAFETORRV,Produção - café (torrefação)
92,HIST_CALCADQ,Produção - calçados - qde.
93,HIST_CALCADV,Produção - calçados
94,HIST_CAPQ,Abate - caprinos - qde.
95,HIST_CAPV,Abate - caprinos
96,HIST_CARNEV,Produção - carne
97,HIST_CASTQ,Produção - castanhas - qde.
98,HIST_CASTV,Produção - castanhas
99,HIST_CBOVQ,Produção - carne bovina - qde.
100,HIST_CBOVV,Produção - carne bovina
101,HIST_CERAQ,Produção - cera de carnaúba - qde.
102,HIST_CERAV,Produção - cera de carnaúba
103,HIST_CERVQ,Produção - cerveja - qde.
104,HIST_CERVV,Produção - cerveja
105,HIST_CHAPQ,Produção - chapéus - qde.
106,HIST_CHAPV,Produção - chapéus
107,HIST_CIMENTQ,Produção - cimento - qde.
108,HIST_CIMENTV,Produção - cimento
109,HIST_COUROPQ,Produção - couros e peles - qde.
110,HIST_COUROPV,Produção - couros e peles
111,HIST_COUROV,Produção - couro
112,HIST_CSUIQ,Produção - carne suína - qde.
113,HIST_CSUIV,Produção - carne suína
114,HIST_ERVAQ,Produção - erva-mate - qde.
115,HIST_ERVAV,Produção - erva-mate
116,HIST_FARMACQ,Produção - produtos farmacêuticos - qde.
117,HIST_FARMACV,Produção - produtos farmacêuticos
118,HIST_FERROQ,Produção - ferro - qde.
119,HIST_FERROV,Produção - ferro
120,HIST_FOSFQ,Produção - fósforos - qde.
121,HIST_FOSFV,Produção - fósforos
122,HIST_FUMOPACQ,Produção - cigarros - qde.
123,HIST_FUMOPACV,Produção - cigarros
124,HIST_FUMOPRQ,Produção - charutos - qde.
125,HIST_FUMOPRV,Produção - charutos
126,HIST_GUSAV,Produção - ferro gusa
127,HIST_HIDRELET,Produção - hidrelétrica - estimativas - qde.
128,HIST_LAMINAV,Produção - laminados
129,HIST_LAQ,Produção - lã - qde.
130,HIST_LAV,Produção - lã
131,HIST_LEITEPQ,Produção - leite pasteurizado - qde.
132,HIST_LEITEPV,Produção - leite pasteurizado
133,HIST_MANDFAQ,Produção - farinha de mandioca - qde.
134,HIST_MANDFAV,Produção - farinha de mandioca
135,HIST_MANGANESQ,Produção - manganês - qde.
136,HIST_MANGANESV,Produção - manganês
137,HIST_MANTQ,Produção - manteiga - qde.
138,HIST_MANTV,Produção - manteiga
139,HIST_MOBILQ,Produção - mobiliário - qde.
140,HIST_MOBILV,Produção - mobiliário
141,HIST_OUROQ,Produção - ouro - qde.
142,HIST_OUROV,Produção - ouro
143,HIST_OVIQ,Abate - ovinos - qde.
144,HIST_OVIV,Abate - ovinos
145,HIST_PAPELQ,Produção - papel - qde.
146,HIST_PAPELV,Produção - papel
147,HIST_PERFQ,Produção - perfumaria e cosméticos - qde.
148,HIST_PERFV,Produção - perfumaria e cosméticos
149,HIST_PNEUQ,Produção - pneumáticos - qde.
150,HIST_QUEIJOQ,Produção - queijo - qde.
151,HIST_QUEIJOV,Produção - queijo
152,HIST_REFRIGQ,Produção - refrigerantes (quantidade) - índice (média 1939 = 100)
153,HIST_REFRIGV,Produção - refrigerantes
154,HIST_SALQ,Produção - sal - qde.
155,HIST_SALV,Produção - sal
156,HIST_SUIV,Abate - suínos
157,HIST_TECALGQ,Produção - tecidos de algodão - qde.
158,HIST_TECALGV,Produção - tecidos de algodão
159,HIST_TECJUTAQ,Produção - tecidos de juta - qde.
160,HIST_TECJUTAV,Produção - tecidos de juta
161,HIST_TECLAQ,Produção - tecidos de lã - qde.
162,HIST_TECLAV,Produção - tecidos de lã
163,HIST_TECSEDAQ,Produção - tecidos de seda - qde.
164,HIST_TECSEDAV,Produção - tecidos de seda
165,HIST_TELEGRAFO,Produção - telegramas expedidos - qde.
166,HIST_TOUCQ,Produção - toucinho - qde.
167,HIST_TOUCV,Produção - toucinho
168,HIST_VINHOQ,Produção - vinho - qde.
169,HIST_VINHOV,Produção - vinho
170,IBSES12_PLEVE12,Produção - perfis leves - qde.
171,IBSES12_PMEDIO12,Produção - perfis médios e pesados - qde.
172,IBSES12_VERG12,Produção - vergalhões - qde.
173,IBSIE_QSCAB,Produção - aço bruto
174,IBSIE_QSCFG,Produção - ferro-gusa
175,IBSIE_QSCL,Produção - laminados
176,IBSIE12_QSCAB12,Produção - aço bruto
177,IBSIE12_QSCFG12,Produção - ferro-gusa
178,IBSIE12_QSCL12,Produção - laminados
179,LSPA_AALGA,Área colhida - algodão - arbóreo (caroço)
180,LSPA_AALGH,LSPA - Área colhida - algodão - herbáceo (caroço)
181,LSPA_AALGT,Área colhida - algodão (caroço)
182,LSPA_AAMEN,LSPA - Área colhida - amendoim
183,LSPA_AARRO,LSPA - Área colhida - arroz
184,LSPA_ABANA,LSPA - Área colhida - banana
185,LSPA_ABATI,LSPA - Área colhida - batata inglesa
186,LSPA_ACACA,LSPA - Área colhida - cacau
187,LSPA_ACAFE,LSPA - Área colhida - café
188,LSPA_ACANA,LSPA - Área colhida - cana-de-açúcar
189,LSPA_ACEBO,LSPA - Área colhida - cebola
190,LSPA_AFEIJ,LSPA - Área colhida - feijão
191,LSPA_AFUMO,LSPA - Área colhida - fumo
192,LSPA_ALARA,LSPA - Área colhida - laranja
193,LSPA_AMAND,LSPA - Área colhida - mandioca
194,LSPA_AMILH,LSPA - Área colhida - milho
195,LSPA_APIME,LSPA - Área colhida - pimenta do reino
196,LSPA_ASOJA,LSPA - Área colhida - soja
197,LSPA_ATOMA,LSPA - Área colhida - tomate
198,LSPA_ATRIG,LSPA - Área colhida - trigo
199,LSPA_AUVA,LSPA - Área colhida - uva
200,LSPA_QALGA,Produção - algodão - arbóreo (caroço) - qde.
201,LSPA_QALGH,LSPA - Produção  - algodão - herbáceo (caroço) - qde.
202,LSPA_QALGT,Produção - algodão (caroço) - qde.
203,LSPA_QAMEN,LSPA - Produção - amendoim - qde.
204,LSPA_QARRO,LSPA - Produção - arroz - qde.
205,LSPA_QBANA,LSPA - Produção - banana - qde.
206,LSPA_QBATI,LSPA - Produção - batata ingles - qde.
207,LSPA_QCACA,LSPA - Produção - cacau - qde.
208,LSPA_QCAFE,LSPA - Produção - café - qde.
209,LSPA_QCANA,LSPA -  Produção - cana-de-açúcar - qde.
210,LSPA_QCEBO,LSPA - Produção - cebola - qde.
211,LSPA_QFEIJ,LSPA - Produção - feijão - qde.
212,LSPA_QFUMO,LSPA - Produção - fumo - qde.
213,LSPA_QLARA,LSPA - Produção - laranja - qde.
214,LSPA_QMAND,LSPA - Produção - mandioca - qde.
215,LSPA_QMILH,LSPA - Produção - milho - qde.
216,LSPA_QPIME,LSPA - Produção - pimenta do reino  - qde.
217,LSPA_QSOJA,LSPA - Produção - soja  - qde.
218,LSPA_QTOMA,LSPA - Produção - tomate  - qde.
219,LSPA_QTRIG,LSPA - Produção - trigo  - qde.
220,LSPA_QUVA,LSPA - Pordução - uva  - qde.
221,LSPA_VALGA,Produção - algodão - arbóreo (caroço)
222,LSPA_VALGH,LSPA - Valor da Produção - algodão - herbáceo (caroço)
223,LSPA_VALGT,Produção - algodão (caroço)
224,LSPA_VAMEN,LSPA - Valor da Produção -  amendoim
225,LSPA_VBANA,LSPA - Valor da Produção - banana
226,LSPA_VBATI,LSPA - Valor da Produção - batata inglesa
227,LSPA_VCACA,LSPA - Valor da Produção - cacau
228,LSPA_VCAFE,LSPA - Valor da Produção - café
229,LSPA_VCANA,LSPA - Valor da Produção - cana-de-açúcar
230,LSPA_VCEBO,LSPA - Valor da Produção - cebola
231,LSPA_VFEIJ,LSPA - Valor da Produção - feijão
232,LSPA_VFUMO,LSPA - Valor da Produção - fumo
233,LSPA_VLARA,LSPA - Valor da Produção - laranja
234,LSPA_VMAND,LSPA - Valor da Produção - mandioca
235,LSPA_VMILH,LSPA - Valor da Produção - milho
236,LSPA_VPIME,LSPA - Valor da Produção - pimenta do reino
237,LSPA_VQARRO,LSPA - Valor da Produção - arroz
238,LSPA_VSOJA,LSPA - Valor da Produção - soja
239,LSPA_VTOMA,LSPA - Valor da Produção - tomate
240,LSPA_VTRIG,LSPA - Valor da Produção - trigo
241,LSPA_VUVA,LSPA - Valor da Produção - uva
242,MME_CAPINSTEE,Capacidade instalada - geração de energia elétrica - qde.
243,MME_CEAGRO,Consumo final energia - agropecuário - qde.
244,MME_CECOM,Consumo final energia - comércio - qde.
245,MME_CEENE,Consumo final energia - setor energético - qde.
246,MME_CEIND,Consumo final energia - industria - qde.
247,MME_CENE,Consumo final energia - uso não-energético - qde.
248,MME_CENID,Consumo final energia - não-identificado - qde.
249,MME_CEPUBL,Consumo final energia - público - qde.
250,MME_CERES,Consumo final energia - residencia - qde.
251,MME_CETOT,Consumo final energia - qde.
252,MME_CETRANS,Consumo final energia - transporte - qde.
253,MME_HIDRAU,Capacidade instalada - geração de energia elétrica - hidráulica - qde.
254,MME_NUCLEAR,Capacidade instalada - geração de energia elétrica - nuclear - qde.
255,MME_PENREC,Produção energia primária - não renovável - carvão vapor - qde.
256,MME_PENRECM,Produção energia primária - não renovável - carvão metalúrgico - qde.
257,MME_PENREGN,Produção energia primária - não renovável - gás natural - qde.
258,MME_PENREP,Produção energia primária - não renovável - petróleo - qde.
259,MME_PENRETOT,Produção energia primária - não renovável - qde.
260,MME_PENREU,Produção energia primária - não renovável - urânio (u3o8) - qde.
261,MME_PERECA,Produção energia primária - renovável - produtos da cana-de-açúcar - qde.
262,MME_PEREHIDR,Produção energia primária - renovável - energia hidráulica - qde.
263,MME_PEREL,Produção energia primária - renovável - lenha - qde.
264,MME_PEREOUT,Produção energia primária - renovável - outras - qde.
265,MME_PERETOT,Produção energia primária - renovável - qde.
266,MME_PETOT,Produção energia primária - qde.
267,MME_TERMICA,Capacidade instalada - geração de energia elétrica - térmica - qde.
268,NECO,Número total de Estabelecimentos ou Unidades Locais - Comércio
269,NECOM,Número total de Estabelecimentos ou Unidades Locais - Comércio
270,NEIN,Número total de Estabelecimentos ou Unidades Locais - Industria
271,NEOS,Número total de Estabelecimentos ou Unidades Locais - Serviços
272,NEOSM,Número total de Estabelecimentos ou Unidades Locais - Serviços
273,NESE,"Número total de Estabelecimentos ou Unidades Locais - Comércio, Serviços"
274,ONS12_CONV12,Geração de energia elétrica - térmica convencional - qde.
275,ONS12_EMERG12,Geração de energia elétrica - térmica emergencial - qde.
276,ONS12_HIDR12,Geração de energia elétrica - hidráulica - qde.
277,ONS12_NUCL12,Geração de energia elétrica - termo nuclear - qde.
278,PIM2020S321,Produção industrial - Fabricação de produtos farmoquímicos e farmacêuticos  - índice (média 2012 = 100)
279,PIM2020S326,"Produção industrial - Fabricação de equipamentos de informática, produtos eletrônicos e ópticos  - índice (média 2012 = 100)"
280,PIM2020S333,"Produção industrial - Manutenção, reparação e instalação de máquinas e equipamentos  - índice (média 2012 = 100)"
281,PIMALIMEBEB,Produção industrial - alimentos e bebidas - quantum - índice (média 2002 = 100)
282,PIMALIMENT,Produção industrial - alimentos - quantum - índice (média 2002 = 100)
283,PIMBEBIDA,Produção industrial - bebidas - quantum - índice (média 2002 = 100)
284,PIMBORRAPLAS,Produção industrial - borracha e plástico - quantum - índice (média 2002 = 100)
285,PIMCALCOURO,Produção industrial - calçados e artigos de couro - quantum - índice (média 2002 = 100)
286,PIMCELUPAPEL,"Produção industrial - celulose, papel e produtos de papel - quantum - índice (média 2002 = 100)"
287,PIMEDIMPGRA,"Produção industrial - edição, impressão de gravações - quantum - índice (média 2002 = 100)"
288,PIMEXTMIN,Produção industrial - extrativa mineral - quantum - índice (média 2002 = 100)
289,PIMEXTMINDES,Produção industrial - extrativa mineral - quantum - índice dessaz. (média 2002 = 100)
290,PIMFARMAC,Produção industrial - farmacêutica - quantum - índice (média 2002 = 100)
291,PIMFUMO,Produção industrial - fumo - quantum - índice (média 2002 = 100)
292,PIMINDTRANSF,Produção industrial - indústria de transformação - quantum - índice (média 2002 = 100)
293,PIMINDTRANSFDES,Produção industrial - indústria de transformação - quantum - índice dessaz. (média 2002 = 100)
294,PIMINDUSTRIA,Produção industrial - indústria geral - quantum - índice (média 2002 = 100)
295,PIMINDUSTRIADES,Produção industrial - indústria geral - quantum - índice dessaz. (média 2002 = 100)
296,PIMINSTMED,Produção industrial - equip. de instrumentação médico-hospit. - quantum - índice (média 2002 = 100)
297,PIMMADEIRA,Produção industrial - madeira - quantum - índice (média 2002 = 100)
298,PIMMAQAPAELE,"Produção industrial - máquinas, aparelhos e mater. elétricos - quantum - índice (média 2002 = 100)"
299,PIMMAQEQUIP,Produção industrial - máquinas e equipamentos - quantum - índice (média 2002 = 100)
300,PIMMAQESCRITINF,Produção industrial - máquinas p/ escritório e equip. inform. - quantum - índice (média 2002 = 100)
301,PIMMATELECOM,"Produção industrial - material eletrônico, equip. comunicações - quantum - índice (média 2002 = 100)"
302,PIMMETALURGIA,Produção industrial - metalurgia básica - quantum - índice (média 2002 = 100)
303,PIMMINNAOMET,Produção industrial - minerais não metálicos - quantum - índice (média 2002 = 100)
304,PIMMOBILIARIO,Produção industrial - mobiliário - quantum - índice (média 2002 = 100)
305,PIMOUTETRANSP,Produção industrial - outros equipamentos de transporte - quantum - índice (média 2002 = 100)
306,PIMOUTPQUIMICO,Produção industrial - outros produtos químicos - quantum - índice (média 2002 = 100)
307,PIMPERFLIMP,"Produção industrial - perfumaria, sabões, produtos de limpeza - quantum - índice (média 2002 = 100)"
308,PIMPF12_QIBCDAS12,Produção industrial - bens de consumo duráveis - quantum - índice dessaz. (média 1991 = 100)
309,PIMPF12_QIBO12,Produção industrial - borracha - quantum - índice (média 1991 = 100)
310,PIMPF12_QICP12,Produção industrial - couros e peles - quantum - índice (média 1991 = 100)
311,PIMPF12_QIME12,Produção industrial - mecânica - quantum - índice (média 1991 = 100)
312,PIMPF12_QIMEC12,Produção industrial - material elétrico e de comunicação - quantum - índice (média 1991 = 100)
313,PIMPF12_QIMET12,Produção industrial - metalúrgica - quantum - índice (média 1991 = 100)
314,PIMPF12_QIMNM12,Produção industrial - minerais não metálicos - quantum - índice (média 1991 = 100)
315,PIMPF12_QIMP12,Produção industrial - produtos de matéria plástica - quantum - índice (média 1991 = 100)
316,PIMPF12_QIMT12,Produção industrial - material de transporte - quantum - índice (média 1991 = 100)
317,PIMPF12_QIPAL12,Produção industrial - produtos alimentares - quantum - índice (média 1991 = 100)
318,PIMPF12_QIPP12,Produção industrial - papel e papelão - quantum - índice (média 1991 = 100)
319,PIMPF12_QIPSV12,"Produção industrial - perfumaria, sabões e velas - quantum - índice (média 1991 = 100)"
320,PIMPF12_QIQI12,Produção industrial - química - quantum - índice (média 1991 = 100)
321,PIMPF12_QIVCA12,"Produção industrial - vestuário, calçados e tecidos - quantum - índice (média 1991 = 100)"
322,PIMPFN12_N80S020112,Produção industrial - minério de ferro - quantum - nível 80 - índice (média 2002 = 100)
323,PIMPFN12_N80S020212,Produção industrial - outros minerais - quantum - nível 80 - índice (média 2002 = 100)
324,PIMPFN12_N80S030112,Produção industrial - petróleo e gás - quantum - nível 80 - índice (média 2002 = 100)
325,PIMPFN12_N80S030212,Produção industrial - carvão e outros - quantum - nível 80 - índice (média 2002 = 100)
326,PIMPFN12_N80S040112,Produção industrial - prod. minerais não-metálicos - quantum - nível 80 - índice (média 2002 = 100)
327,PIMPFN12_N80S050112,Produção industrial - produtos siderúrgicos básicos - quantum - nível 80 - índice (média 2002 = 100)
328,PIMPFN12_N80S050212,Produção industrial - laminados de aço - quantum - nível 80 - índice (média 2002 = 100)
329,PIMPFN12_N80S060112,Produção industrial - prod. metalúrgico não-ferros. - quantum - nível 80 - índice (média 2002 = 100)
330,PIMPFN12_N80S070112,Produção industrial - outros produtos metalúrgicos - quantum - nível 80 - índice (média 2002 = 100)
331,PIMPFN12_N80S080112,Produção industrial - máquinas e equipamentos - quantum - nível 80 - índice (média 2002 = 100)
332,PIMPFN12_N80S080212,Produção industrial - tratores e máquinas terrapla. - quantum - nível 80 - índice (média 2002 = 100)
333,PIMPFN12_N80S100112,Produção industrial - material elétrico - quantum - nível 80 - índice (média 2002 = 100)
334,PIMPFN12_N80S110112,Produção industrial - equipamentos eletrônico - quantum - nível 80 - índice (média 2002 = 100)
335,PIMPFN12_N80S120112,"Produção industrial - automóveis, caminhões, ônibus - quantum - nível 80 - índice (média 2002 = 100)"
336,PIMPFN12_N80S130112,Produção industrial - outros veículos e peças - quantum - nível 80 - índice (média 2002 = 100)
337,PIMPFN12_N80S140112,Produção industrial - madeira e mobiliário - quantum - nível 80 - índice (média 2002 = 100)
338,PIMPFN12_N80S150112,"Produção industrial - papel, celulose, papelão - quantum - nível 80 - índice (média 2002 = 100)"
339,PIMPFN12_N80S160112,Produção industrial - produtos derivados borracha - quantum - nível 80 - índice (média 2002 = 100)
340,PIMPFN12_N80S170112,Produção industrial - elem. quím. não-petroquímicos - quantum - nível 80 - índice (média 2002 = 100)
341,PIMPFN12_N80S170212,Produção industrial - álcool de cana e de cereais - quantum - nível 80 - índice (média 2002 = 100)
342,PIMPFN12_N80S180112,Produção industrial - gasolina pura - quantum - nível 80 - índice (média 2002 = 100)
343,PIMPFN12_N80S180212,Produção industrial - óleos combustíveis - quantum - nível 80 - índice (média 2002 = 100)
344,PIMPFN12_N80S180312,Produção industrial - outros produtos do refino - quantum - nível 80 - índice (média 2002 = 100)
345,PIMPFN12_N80S180412,Produção industrial - prod. petroquímicos básicos - quantum - nível 80 - índice (média 2002 = 100)
346,PIMPFN12_N80S180512,Produção industrial - resinas - quantum - nível 80 - índice (média 2002 = 100)
347,PIMPFN12_N80S190112,Produção industrial - adubos - quantum - nível 80 - índice (média 2002 = 100)
348,PIMPFN12_N80S190212,Produção industrial - tintas - quantum - nível 80 - índice (média 2002 = 100)
349,PIMPFN12_N80S190312,Produção industrial - outros produtos químicos - quantum - nível 80 - índice (média 2002 = 100)
350,PIMPFN12_N80S200112,Produção industrial - prod. farmacêuticos e perfum. - quantum - nível 80 - índice (média 2002 = 100)
351,PIMPFN12_N80S210112,Produção industrial - artigos de plástico - quantum - nível 80 - índice (média 2002 = 100)
352,PIMPFN12_N80S220112,Produção industrial - fios têxteis naturais - quantum - nível 80 - índice (média 2002 = 100)
353,PIMPFN12_N80S220212,Produção industrial - tecidos naturais - quantum - nível 80 - índice (média 2002 = 100)
354,PIMPFN12_N80S220312,Produção industrial - fios têxteis artificiais - quantum - nível 80 - índice (média 2002 = 100)
355,PIMPFN12_N80S220412,Produção industrial - tecidos artificiais - quantum - nível 80 - índice (média 2002 = 100)
356,PIMPFN12_N80S220512,Produção industrial - outros produtos têxteis - quantum - nível 80 - índice (média 2002 = 100)
357,PIMPFN12_N80S230112,Produção industrial - artigos do vestuário - quantum - nível 80 - índice (média 2002 = 100)
358,PIMPFN12_N80S240112,Produção industrial - produtos de couro e calçados - quantum - nível 80 - índice (média 2002 = 100)
359,PIMPFN12_N80S250112,Produção industrial - produtos do café - quantum - nível 80 - índice (média 2002 = 100)
360,PIMPFN12_N80S260112,Produção industrial - arroz beneficiado - quantum - nível 80 - índice (média 2002 = 100)
361,PIMPFN12_N80S260212,Produção industrial - farinha de trigo - quantum - nível 80 - índice (média 2002 = 100)
362,PIMPFN12_N80S260312,Produção industrial - outros prod. vegetais benef. - quantum - nível 80 - índice (média 2002 = 100)
363,PIMPFN12_N80S270112,Produção industrial - carne bovina - quantum - nível 80 - índice (média 2002 = 100)
364,PIMPFN12_N80S270212,Produção industrial - carne de aves abatidas - quantum - nível 80 - índice (média 2002 = 100)
365,PIMPFN12_N80S280112,Produção industrial - leite beneficiado - quantum - nível 80 - índice (média 2002 = 100)
366,PIMPFN12_N80S280212,Produção industrial - outros laticínios - quantum - nível 80 - índice (média 2002 = 100)
367,PIMPFN12_N80S290112,Produção industrial - açúcar - quantum - nível 80 - índice (média 2002 = 100)
368,PIMPFN12_N80S300112,Produção industrial - óleos vegetais em bruto - quantum - nível 80 - índice (média 2002 = 100)
369,PIMPFN12_N80S300212,Produção industrial - óleos vegetais refinados - quantum - nível 80 - índice (média 2002 = 100)
370,PIMPFN12_N80S310112,Produção industrial - outros prod. Alimentares - quantum - nível 80 - índice (média 2002 = 100)
371,PIMPFN12_N80S310212,Produção industrial - bebidas - quantum - nível 80 - índice (média 2002 = 100)
372,PIMPFN12_N80S320112,Produção industrial - produtos diversos - quantum - nível 80 - índice (média 2002 = 100)
373,PIMPFN12_QIBCD12,Produção industrial - bens de consumo duráveis - quantum - índice (média 2002 = 100)
374,PIMPFN12_QIBCDAS12,Produção industrial - bens de consumo duráveis - quantum - índice dessaz. (média 2002 = 100)
375,PIMPFN12_QIBCDN12,PIM-PF - Produção industrial - bens de consumo duráveis -  Índice base fixa (média 2012=100)
376,PIMPFN12_QIBCDNAS12,PIM-PF - Prod. industrial - bens de consumo duráveis - Índ. base fixa  dessaz.(média 2012=100)
377,PIMPFN12_QIBCT12,Produção industrial - bens de consumo - quantum - índice (média 2002 = 100)
378,PIMPFN12_QIBCTAS12,Produção industrial - bens de consumo - quantum - índice dessaz. (média 2002 = 100)
379,PIMPFN12_QIBCTN12,PIM-PF - Produção industrial - bens de consumo - Índice de base fixa (média 2012 = 100)
380,PIMPFN12_QIBCTNAS12,PIM-PF - Produção industrial - bens de consumo - Índice base fixa  dessaz. (média 2012=100)
381,PIMPFN12_QIBI12,Produção industrial - bens intermediários - quantum - índice (média 2002 = 100)
382,PIMPFN12_QIBIAS12,Produção industrial - bens intermediários - quantum - índice dessaz. (média 2002 = 100)
383,PIMPFN12_QIBIN12,PIM-PF - Produção industrial - bens intermediários - Índice de base fixa(média 2012 = 100)
384,PIMPFN12_QIBINAS12,PIM-PF - Produção industrial - bens intermediários - Índ. base fixa dessaz. (média 2012=100)
385,PIMPFN12_QIBK12,Produção industrial - bens de capital - quantum - índice (média 2002 = 100)
386,PIMPFN12_QIBKAS12,Produção industrial - bens de capital - quantum - índice dessaz. (média 2002 = 100)
387,PIMPFN12_QIBKN12,PIM-PF - Produção industrial - bens de capital - Índice base fixa (média 2012 = 100)
388,PIMPFN12_QIBKNAS12,PIM-PF - Produção industrial - bens de capital - Índice base fixa dessaz. (média 2012 = 100)
389,PIMPFN12_QICND12,Produção industrial - bens de consumo não duráveis - quantum - índice (média 2002 = 100)
