,CODE,NAME
1449,FUNCEX_XVM,Exportações - produtos manufaturados - (FOB)
1450,FUNCEX_XVMAD,Exportações - setor: madeira e mobiliário - (FOB)
1451,FUNCEX_XVMAD2N,Exportações - setor: produtos de madeira - (FOB)
1452,FUNCEX_XVMAQ,Exportações - setor: máquinas e tratores - (FOB)
1453,FUNCEX_XVMAQELET2N,"Exportações - setor: máquinas, aparelhos e materiais elétricos - (FOB)"
1454,FUNCEX_XVMAQEQU2N,Exportações - setor: máquinas e equipamentos - (FOB)
1455,FUNCEX_XVMAQINF2N,"Exportações - setor: eq. de informática, eletrônicos e ópticos - (FOB)"
1456,FUNCEX_XVMET2N,Exportações - setor: produtos de metal - (FOB)
1457,FUNCEX_XVMETBAS2N,Exportações - setor: metalurgia - (FOB)
1458,FUNCEX_XVMNF,Exportações - setor: metalurgia não ferrosos - (FOB)
1459,FUNCEX_XVMNM,Exportações - setor: minerais não metálicos - (FOB)
1460,FUNCEX_XVMNM2N,Exportações - setor: produtos de minerais não-metálicos - (FOB)
1461,FUNCEX_XVMOV2N,Exportações - setor: móveis - (FOB)
1462,FUNCEX_XVOAL,Exportações - setor: outros produtos alimentares - (FOB)
1463,FUNCEX_XVOPM,Exportações - setor: outros produtos metalúrgicos - (FOB)
1464,FUNCEX_XVOUTTRANS2N,Exportações - setor: outros equipamentos de transporte - (FOB)
1465,FUNCEX_XVOVEG,Exportações - setor: óleos vegetais - (FOB)
1466,FUNCEX_XVPAP,"Exportações - setor: celulose, papel e gráfica - (FOB)"
1467,FUNCEX_XVPAP2N,"Exportações - setor: celulose, papel e produtos de papel - (FOB)"
1468,FUNCEX_XVPES2N,Exportações - setor: pesca e aqüicultura - (FOB)
1469,FUNCEX_XVPET,Exportações - setor: refino de petróleo - (FOB)
1470,FUNCEX_XVPETCAR,Exportações - setor: petróleo e carvão - (FOB)
1471,FUNCEX_XVPETCOMB2N,Exportações - setor: derivados do petróleo - (FOB)
1472,FUNCEX_XVPLAS2N,Exportações - setor: produtos de borracha e material plástico - (FOB)
1473,FUNCEX_XVPLAT,Exportações - setor: plástica - (FOB)
1474,FUNCEX_XVPOV,Exportações - setor: peças e outros veículos - (FOB)
1475,FUNCEX_XVPRF2N,Exportações - setor: produção florestal - (FOB)
1476,FUNCEX_XVQDIV,Exportações - setor: químicos diversos - (FOB)
1477,FUNCEX_XVQUIM,Exportações - setor: elementos químicos - (FOB)
1478,FUNCEX_XVQUIM2N,Exportações - setor: produtos químicos - (FOB)
1479,FUNCEX_XVS,Exportações - produtos semi-manufaturados - (FOB)
1480,FUNCEX_XVSID,Exportações - setor: siderurgia - (FOB)
1481,FUNCEX_XVT,Exportações - (FOB)
1482,FUNCEX_XVTEXT,Exportações - setor: têxtil - (FOB)
1483,FUNCEX_XVTEXT2N,Exportações - setor: produtos têxteis - (FOB)
1484,FUNCEX_XVVEIC2N,"Exportações - setor: veículos automotores, reboques,carrocerias - (FOB)"
1485,FUNCEX_XVVEST,Exportações - setor: artigos de vestuário - (FOB)
1486,FUNCEX_XVVEST2N,Exportações - setor: artigos de vestuário e acessórios - (FOB)
1487,FUNCEX12_MDPBCD12,Importações - bens de consumo duráveis - preços - índice (média 2006 = 100) (série antiga)
1488,FUNCEX12_MDPBCDGCE12,Importações - bens de consumo duráveis - preços - índice (média 2006 = 100) (série nova)
1489,FUNCEX12_MDPBCND12,Importações - bens de consumo não duráveis - preços - índice (média 2006 = 100) (série antiga)
1490,FUNCEX12_MDPBCNDGCE12,Importações - bens de consumo não duráveis - preços - índice (média 2006 = 100) (série nova)
1491,FUNCEX12_MDPBI12,Importações - bens intermediários - preços - índice (média 2006 = 100) (série antiga)
1492,FUNCEX12_MDPBIGCE12,Importações - bens intermediários - preços - índice (média 2006 = 100) (série nova)
1493,FUNCEX12_MDPBK12,Importações - bens de capital - preços - índice (média 2006 = 100) (série antiga)
1494,FUNCEX12_MDPBKGCE12,Importações - bens de capital - preços - índice (média 2006 = 100) (série nova)
1495,FUNCEX12_MDPCOMB12,Importações - combustíveis - preços - índice (média 2006 = 100) (série antiga)
1496,FUNCEX12_MDPCOMBGCE12,Importações - combustíveis - preços - índice (média 2006 = 100) (série nova)
1497,FUNCEX12_MDPT12,Importações - preços - índice (média 2006 = 100)
1498,FUNCEX12_MDQBCD12,Importações - bens de consumo duráveis - quantum - índice (média 2006 = 100) (série antiga)
1499,FUNCEX12_MDQBCDGCE12,Importações - bens de consumo duráveis - quantum - índice (média 2006 = 100) (série nova)
1500,FUNCEX12_MDQBCND12,Importações - bens de consumo não duráveis - quantum - índice (média 2006 = 100) (série antiga)
1501,FUNCEX12_MDQBCNDGCE12,Importações - bens de consumo não duráveis - quantum - índice (média 2006 = 100) (série nova)
1502,FUNCEX12_MDQBI12,Importações - bens intermediários - quantum - índice (média 2006 = 100) (série antiga)
1503,FUNCEX12_MDQBIGCE12,Importações - bens intermediários - quantum - índice (média 2006 = 100) (série nova)
1504,FUNCEX12_MDQBK12,Importações - bens de capital - quantum - índice (média 2006 = 100) (série antiga)
1505,FUNCEX12_MDQBKGCE12,Importações - bens de capital - quantum - índice (média 2006 = 100) (série nova)
1506,FUNCEX12_MDQCOMB12,Importações - combustíveis - quantum - índice (média 2006 = 100) (série antiga)
1507,FUNCEX12_MDQCOMBGCE12,Importações - combustíveis - quantum - índice (média 2006 = 100) (série nova)
1508,FUNCEX12_MDQT12,Importações - quantum - índice (média 2006 = 100)
1509,FUNCEX12_MDVABAT12,Importações - setor: abate de animais - (FOB)
1510,FUNCEX12_MDVACUCT12,Importações - setor: açucar - (FOB)
1511,FUNCEX12_MDVAGP12,Importações - setor: agropecuária - (FOB)
1512,FUNCEX12_MDVAUT12,Importações - setor: veículos automotores - (FOB)
1513,FUNCEX12_MDVBCD12,Importações - bens de consumo duráveis - (FOB) (série antiga)
1514,FUNCEX12_MDVBCDGCE12,Importações - bens de consumo duráveis - (FOB) (série nova)
1515,FUNCEX12_MDVBCND12,Importações - bens de consumo não duráveis - (FOB) (série antiga)
1516,FUNCEX12_MDVBCNDGCE12,Importações - bens de consumo não duráveis - (FOB) (série nova)
1517,FUNCEX12_MDVBI12,Importações - bens intermediários - (FOB) (série antiga)
1518,FUNCEX12_MDVBIGCE12,Importações - bens intermediários - (FOB) (série nova)
1519,FUNCEX12_MDVBK12,Importações - bens de capital - (FOB) (série antiga)
1520,FUNCEX12_MDVBKGCE12,Importações - bens de capital - (FOB) (série nova)
1521,FUNCEX12_MDVBOR12,Importações - setor: borracha - (FOB)
1522,FUNCEX12_MDVBVEG12,Importações - setor: beneficiamento de produtos vegetais - (FOB)
1523,FUNCEX12_MDVCAF12,Importações - setor: café - (FOB)
1524,FUNCEX12_MDVCAL12,Importações - setor: calçados - (FOB)
1525,FUNCEX12_MDVCOMB12,Importações - combustíveis - (FOB) (série antiga)
1526,FUNCEX12_MDVCOMBGCE12,Importações - combustíveis - (FOB) (série nova)
1527,FUNCEX12_MDVELET12,Importações - setor: material elétrico - (FOB)
1528,FUNCEX12_MDVEQP12,Importações - setor: equipamentos eletrônicos - (FOB)
1529,FUNCEX12_MDVEXT12,Importações - setor: extrativa mineral - (FOB)
1530,FUNCEX12_MDVFARM12,Importações - setor: farmacêutica e perfumaria - (FOB)
1531,FUNCEX12_MDVIDIV12,Importações - setor: indústrias diversas - (FOB)
1532,FUNCEX12_MDVLAT12,Importações - setor: laticínios - (FOB)
1533,FUNCEX12_MDVMAD12,Importações - setor: madeira e mobiliário - (FOB)
1534,FUNCEX12_MDVMAQ12,Importações - setor: máquinas e tratores - (FOB)
1535,FUNCEX12_MDVMNF12,Importações - setor: metalurgia não ferrosos - (FOB)
1536,FUNCEX12_MDVMNM12,Importações - setor: minerais não metálicos - (FOB)
1537,FUNCEX12_MDVOAL12,Importações - setor: outros produtos alimentares - (FOB)
1538,FUNCEX12_MDVOPM12,Importações - setor: outros produtos metalúrgicos - (FOB)
1539,FUNCEX12_MDVOVEG12,Importações - setor: óleos vegetais - (FOB)
1540,FUNCEX12_MDVPAP12,"Importações - setor: celulose, papel e gráfica - (FOB)"
1541,FUNCEX12_MDVPET12,Importações - setor: refino de petróleo - (FOB)
1542,FUNCEX12_MDVPETC12,Importações - setor: petróleo e carvão - (FOB)
1543,FUNCEX12_MDVPLAS12,Importações - setor: plástica - (FOB)
1544,FUNCEX12_MDVPOV12,Importações - setor: peças e outros veículos - (FOB)
1545,FUNCEX12_MDVQDIV12,Importações - setor: químicos diversos - (FOB)
1546,FUNCEX12_MDVQUIM12,Importações - setor: elementos químicos - (FOB)
1547,FUNCEX12_MDVSID12,Importações - setor: siderurgia - (FOB)
1548,FUNCEX12_MDVTEXT12,Importações - setor: têxtil - (FOB)
1549,FUNCEX12_MDVVEST12,Importações - setor: artigos de vestuário - (FOB)
1550,FUNCEX12_MPAGP2N12,Importações - setor: agricultura e pecuária - preços - índice (média 2006 = 100)
1551,FUNCEX12_MPAL2N12,Importações - setor: produtos alimentícios - preços - índice (média 2006 = 100)
1552,FUNCEX12_MPBEB2N12,Importações - setor: bebidas - preços - índice (média 2006 = 100)
1553,FUNCEX12_MPCAL2N12,"Importações - setor: couros, artefatos de couro e calçados - preços - índice (média 2006 = 100)"
1554,FUNCEX12_MPDIV2N12,Importações - setor: indústrias diversas - preços - índice (média 2006 = 100)
1555,FUNCEX12_MPEMM2N12,Importações - setor: extração de minerais metálicos - preços - índice (média 2006 = 100)
1556,FUNCEX12_MPEMNM2N12,Importações - setor: extração de minerais não-metálicos - preços - índice (média 2006 = 100)
1557,FUNCEX12_MPEPET2N12,Importações - setor: extração de petróleo e gás natural - preços - índice (média 2006 = 100)
1558,FUNCEX12_MPFARM2N12,Importações - setor: produtos farmoquímicos farmacêuticos - preços - índice (média 2006 = 100)
1559,FUNCEX12_MPFUMO2N12,Importações - setor: produtos do fumo - preços - índice (média 2006 = 100)
1560,FUNCEX12_MPIMPG2N12,Importações - setor: impressão e reprodução de gravações - preços - índice (média 2006 = 100)
1561,FUNCEX12_MPMAD2N12,Importações - setor: produtos de madeira - preços - índice (média 2006 = 100)
1562,FUNCEX12_MPMAQELET2N12,"Importações - setor: máquinas, aparelhos e materiais elétricos - preços - índice (média 2006 = 100)"
1563,FUNCEX12_MPMAQEQU2N12,Importações - setor: máquinas e equipamentos - preços - índice (média 2006 = 100)
1564,FUNCEX12_MPMAQINF2N12,"Importações - setor: eq. de informática, eletrônicos e ópticos - preços - índice (média 2006 = 100)"
1565,FUNCEX12_MPMET2N12,Importações - setor: produtos de metal - preços - índice (média 2006 = 100)
1566,FUNCEX12_MPMETBAS2N12,Importações - setor: metalurgia - preços - índice (média 2006 = 100)
1567,FUNCEX12_MPMNM2N12,Importações - setor: produtos de minerais não-metálicos - preços - índice (média 2006 = 100)
1568,FUNCEX12_MPMOV2N12,Importações - setor: móveis - preços - índice (média 2006 = 100)
1569,FUNCEX12_MPOUTTRANS2N12,Importações - setor: outros equipamentos de transporte - preços - índice (média 2006 = 100)
1570,FUNCEX12_MPPAP2N12,"Importações - setor: celulose, papel e produtos de papel - preços - índice (média 2006 = 100)"
1571,FUNCEX12_MPPES2N12,Importações - setor: pesca e aqüicultura - preços - índice (média 2006 = 100)
1572,FUNCEX12_MPPETCOMB2N12,Importações - setor: derivados do petróleo - preços - índice (média 2006 = 100)
1573,FUNCEX12_MPPLAS2N12,Importações - setor: produtos de borracha e material plástico - preços - índice (média 2006 = 100)
1574,FUNCEX12_MPPRF2N12,Importações - setor: produção florestal - preços - índice (média 2006 = 100)
1575,FUNCEX12_MPQUIM2N12,Importações - setor: produtos químicos - preços - índice (média 2006 = 100)
1576,FUNCEX12_MPTEXT2N12,Importações - setor: produtos têxteis - preços - índice (média 2006 = 100)
1577,FUNCEX12_MPVEIC2N12,"Importações - setor: veículos automotores, reboques, carrocerias - preços - índice(média 2006 = 100)"
1578,FUNCEX12_MPVEST2N12,Importações - setor: artigos de vestuário e acessórios - preços - índice (média 2006 = 100)
1579,FUNCEX12_MQAGP2N12,Importações - setor: agricultura e pecuária - quantum - índice (média 2006 = 100)
1580,FUNCEX12_MQAL2N12,Importações - setor: produtos alimentícios - quantum - índice (média 2006 = 100)
1581,FUNCEX12_MQBEB2N12,Importações - setor: bebidas - quantum - índice (média 2006 = 100)
1582,FUNCEX12_MQCAL2N12,"Importações - setor: couros, artefatos de couro e calçados - quantum - índice (média 2006 = 100)"
1583,FUNCEX12_MQDIV2N12,Importações - setor: indústrias diversas - quantum - índice (média 2006 = 100)
1584,FUNCEX12_MQEMM2N12,Importações - setor: extração de minerais metálicos - quantum - índice (média 2006 = 100)
1585,FUNCEX12_MQEMNM2N12,Importações - setor: extração de minerais não-metálicos - quantum - índice (média 2006 = 100)
1586,FUNCEX12_MQEPET2N12,Importações - setor: extração de petróleo e gás natural - quantum - índice (média 2006 = 100)
1587,FUNCEX12_MQFARM2N12,Importações - setor: produtos farmoquímicos farmacêuticos - quantum - índice (média 2006 = 100)
1588,FUNCEX12_MQFUMO2N12,Importações - setor: produtos do fumo - quantum - índice (média 2006 = 100)
1589,FUNCEX12_MQIMQG2N12,Importações - setor: impressão e reprodução de gravações - quantum - índice (média 2006 = 100)
1590,FUNCEX12_MQMAD2N12,Importações - setor: produtos de madeira - quantum - índice (média 2006 = 100)
1591,FUNCEX12_MQMAQELET2N12,"Importações - setor: máquinas, aparelhos e materiais elétricos - quantum - índice (média 2006 = 100)"
1592,FUNCEX12_MQMAQEQU2N12,Importações - setor: máquinas e equipamentos - quantum - índice (média 2006 = 100)
1593,FUNCEX12_MQMAQINF2N12,"Importações - setor: eq. de informática, eletrônicos e ópticos - quantum - índice (média 2006 = 100)"
1594,FUNCEX12_MQMET2N12,Importações - setor: produtos de metal - quantum - índice (média 2006 = 100)
1595,FUNCEX12_MQMETBAS2N12,Importações - setor: metalurgia - quantum - índice (média 2006 = 100)
1596,FUNCEX12_MQMNM2N12,Importações - setor: produtos de minerais não-metálicos - quantum - índice (média 2006 = 100)
1597,FUNCEX12_MQMOV2N12,Importações - setor: móveis - quantum - índice (média 2006 = 100)
1598,FUNCEX12_MQOUTTRANS2N12,Importações - setor: outros equipamentos de transporte - quantum - índice (média 2006 = 100)
1599,FUNCEX12_MQPAP2N12,"Importações - setor: celulose, papel e produtos de papel - quantum - índice (média 2006 = 100)"
1600,FUNCEX12_MQPES2N12,Importações - setor: pesca e aqüicultura - quantum - índice (média 2006 = 100)
1601,FUNCEX12_MQPETCOMB2N12,Importações - setor: derivados do petróleo - quantum - índice (média 2006 = 100)
1602,FUNCEX12_MQPLAS2N12,Importações - setor: produtos de borracha e material plástico - quantum - índice (média 2006 = 100)
1603,FUNCEX12_MQPRF2N12,Importações - setor: produção florestal - quantum - índice (média 2006 = 100)
1604,FUNCEX12_MQQUIM2N12,Importações - setor: produtos químicos - quantum - índice (média 2006 = 100)
1605,FUNCEX12_MQTEXT2N12,Importações - setor: produtos têxteis - quantum - índice (média 2006 = 100)
1606,FUNCEX12_MQVEIC2N12,"Importações - setor: veículos automotores, reboques,carrocerias - quantum - índice(média 2006 = 100)"
1607,FUNCEX12_MQVEST2N12,Importações - setor: artigos de vestuário e acessórios - quantum - índice (média 2006 = 100)
1608,FUNCEX12_MVAGP2N12,Importações - setor: agricultura e pecuária - (FOB)
1609,FUNCEX12_MVAL2N12,Importações - setor: produtos alimentícios - (FOB)
1610,FUNCEX12_MVBEB2N12,Importações - setor: bebidas - (FOB)
1611,FUNCEX12_MVCAL2N12,"Importações - setor: couros, artefatos de couro e calçados - (FOB)"
1612,FUNCEX12_MVDIV2N12,Importações - setor: indústrias diversas - (FOB)
1613,FUNCEX12_MVECARV2N12,Importações - setor: extração de carvão mineral - (FOB)
1614,FUNCEX12_MVEMM2N12,Importações - setor: extração de minerais metálicos - (FOB)
1615,FUNCEX12_MVEMNM2N12,Importações - setor: extração de minerais não-metálicos - (FOB)
1616,FUNCEX12_MVEPET2N12,Importações - setor: extração de petróleo e gás natural - (FOB)
1617,FUNCEX12_MVFARM2N12,Importações - setor: produtos farmoquímicos farmacêuticos - (FOB)
1618,FUNCEX12_MVFUMO2N12,Importações - setor: produtos do fumo - (FOB)
1619,FUNCEX12_MVIMVG2N12,Importações - setor: impressão e reprodução de gravações - (FOB)
1620,FUNCEX12_MVMAD2N12,Importações - setor: produtos de madeira - (FOB)
1621,FUNCEX12_MVMAQELET2N12,"Importações - setor: máquinas, aparelhos e materiais elétricos - (FOB)"
1622,FUNCEX12_MVMAQEQU2N12,Importações - setor: máquinas e equipamentos - (FOB)
1623,FUNCEX12_MVMAQINF2N12,"Importações - setor: eq. de informática, eletrônicos e ópticos - (FOB)"
1624,FUNCEX12_MVMET2N12,Importações - setor: produtos de metal - (FOB)
1625,FUNCEX12_MVMETBAS2N12,Importações - setor: metalurgia - (FOB)
1626,FUNCEX12_MVMNM2N12,Importações - setor: produtos de minerais não-metálicos - (FOB)
1627,FUNCEX12_MVMOV2N12,Importações - setor: móveis - (FOB)
1628,FUNCEX12_MVOUTTRANS2N12,Importações - setor: outros equipamentos de transporte - (FOB)
1629,FUNCEX12_MVPAP2N12,"Importações - setor: celulose, papel e produtos de papel - (FOB)"
1630,FUNCEX12_MVPES2N12,Importações - setor: pesca e aqüicultura - (FOB)
1631,FUNCEX12_MVPETCOMB2N12,Importações - setor: derivados do petróleo - (FOB)
1632,FUNCEX12_MVPLAS2N12,Importações - setor: produtos de borracha e material plástico - (FOB)
1633,FUNCEX12_MVPRF2N12,Importações - setor: produção florestal - (FOB)
1634,FUNCEX12_MVQUIM2N12,Importações - setor: produtos químicos - (FOB)
1635,FUNCEX12_MVTEXT2N12,Importações - setor: produtos têxteis - (FOB)
1636,FUNCEX12_MVVEIC2N12,"Importações - setor: veículos automotores, reboques,carrocerias - (FOB)"
1637,FUNCEX12_MVVEST2N12,Importações - setor: artigos de vestuário e acessórios - (FOB)
1638,FUNCEX12_TTR12,Termos de troca - índice (média 2006 = 100)
1639,FUNCEX12_XPAGP2N12,Exportações - setor: agricultura e pecuária - preços - índice (média 2006 = 100)
1640,FUNCEX12_XPAL2N12,Exportações - setor: produtos alimentícios - preços - índice (média 2006 = 100)
1641,FUNCEX12_XPB12,Exportações - produtos básicos - preços - índice (média 2006 = 100)
1642,FUNCEX12_XPBCD12,Exportações - bens de consumo duráveis - preços - índice (média 2006 = 100) (série antiga)
1643,FUNCEX12_XPBCDGCE12,Exportações - bens de consumo duráveis - preços - índice (média 2006 = 100) (série nova)
1644,FUNCEX12_XPBCND12,Exportações - bens de consumo não duráveis - preços - índice (média 2006 = 100) (série antiga)
1645,FUNCEX12_XPBCNDGCE12,Exportações - bens de consumo não duráveis - preços - índice (média 2006 = 100) (série nova)
1646,FUNCEX12_XPBEB2N12,Exportações - setor: bebidas - preços - índice (média 2006 = 100)
1647,FUNCEX12_XPBI12,Exportações - bens intermediários - preços - índice (média 2006 = 100) (série antiga)
1648,FUNCEX12_XPBIGCE12,Exportações - bens intermediários - preços - índice (média 2006 = 100) (série nova)
1649,FUNCEX12_XPBK12,Exportações - bens de capital - preços - índice (média 2006 = 100) (série antiga)
1650,FUNCEX12_XPBKGCE12,Exportações - bens de capital - preços - índice (média 2006 = 100) (série nova)
1651,FUNCEX12_XPCAL2N12,"Exportações - setor: couros, artefatos de couro e calçados - preços - índice (média 2006 = 100)"
1652,FUNCEX12_XPCOMB12,Exportações - combustíveis - preços - índice (média 2006 = 100) (série antiga)
1653,FUNCEX12_XPCOMBGCE12,Exportações - combustíveis - preços - índice (média 2006 = 100) (série nova)
1654,FUNCEX12_XPDIV2N12,Exportações - setor: indústrias diversas - preços - índice (média 2006 = 100)
1655,FUNCEX12_XPEMM2N12,Exportações - setor: extração de minerais metálicos - preços - índice (média 2006 = 100)
1656,FUNCEX12_XPEMNM2N12,Exportações - setor: extração de minerais não-metálicos - preços - índice (média 2006 = 100)
1657,FUNCEX12_XPEPET2N12,Exportações - setor: extração de petróleo e gás natural - preços - índice (média 2006 = 100)
1658,FUNCEX12_XPFARM2N12,Exportações - setor: produtos farmoquímicos farmacêuticos - preços - índice (média 2006 = 100)
1659,FUNCEX12_XPFUMO2N12,Exportações - setor: produtos do fumo - preços - índice (média 2006 = 100)
1660,FUNCEX12_XPIXPG2N12,Exportações - setor: impressão e reprodução de gravações - preços - índice (média 2006 = 100)
1661,FUNCEX12_XPM12,Exportações - produtos manufaturados - preços - índice (média 2006 = 100)
1662,FUNCEX12_XPMAD2N12,Exportações - setor: produtos de madeira - preços - índice (média 2006 = 100)
1663,FUNCEX12_XPMAQELET2N12,"Exportações - setor: máquinas, aparelhos e materiais elétricos - preços - índice (média 2006 = 100)"
1664,FUNCEX12_XPMAQEQU2N12,Exportações - setor: máquinas e equipamentos - preços - índice (média 2006 = 100)
1665,FUNCEX12_XPMAQINF2N12,"Exportações - setor: eq. de informática, eletrônicos e ópticos - preços - índice (média 2006 = 100)"
1666,FUNCEX12_XPMET2N12,Exportações - setor: produtos de metal - preços - índice (média 2006 = 100)
1667,FUNCEX12_XPMETBAS2N12,Exportações - setor: metalurgia - preços - índice (média 2006 = 100)
1668,FUNCEX12_XPMNM2N12,Exportações - setor: produtos de minerais não-metálicos - preços - índice (média 2006 = 100)
1669,FUNCEX12_XPMOV2N12,Exportações - setor: móveis - preços - índice (média 2006 = 100)
1670,FUNCEX12_XPOUTTRANS2N12,Exportações - setor: outros equipamentos de transporte - preços - índice (média 2006 = 100)
1671,FUNCEX12_XPPAP2N12,"Exportações - setor: celulose, papel e produtos de papel - preços - índice (média 2006 = 100)"
1672,FUNCEX12_XPPES2N12,Exportações - setor: pesca e aqüicultura - preços - índice (média 2006 = 100)
1673,FUNCEX12_XPPETCOMB2N12,Exportações - setor: derivados do petróleo - preços - índice (média 2006 = 100)
1674,FUNCEX12_XPPLAS2N12,Exportações - setor: produtos de borracha e material plástico - preços - índice (média 2006 = 100)
1675,FUNCEX12_XPPRF2N12,Exportações - setor: produção florestal - preços - índice (média 2006 = 100)
1676,FUNCEX12_XPQUIM2N12,Exportações - setor: produtos químicos - preços - índice (média 2006 = 100)
1677,FUNCEX12_XPS12,Exportações - produtos semi-manufaturados - preços - índice (média 2006 = 100)
1678,FUNCEX12_XPT12,Exportações - preços - índice (média 2006 = 100)
1679,FUNCEX12_XPTEXT2N12,Exportações - setor: produtos têxteis - preços - índice (média 2006 = 100)
1680,FUNCEX12_XPVEIC2N12,"Exportações - setor: veículos automotores, reboques, carrocerias - preços - índice(média 2006 = 100)"
1681,FUNCEX12_XPVEST2N12,Exportações - setor: artigos de vestuário e acessórios - preços - índice (média 2006 = 100)
1682,FUNCEX12_XQAGP2N12,Exportações - setor: agricultura e pecuária - quantum - índice (média 2006 = 100)
1683,FUNCEX12_XQAL2N12,Exportações - setor: produtos alimentícios - quantum - índice (média 2006 = 100)
1684,FUNCEX12_XQB12,Exportações - produtos básicos - quantum - índice (média 2006 = 100)
1685,FUNCEX12_XQBCD12,Exportações - bens de consumo duráveis - quantum - índice (média 2006 = 100) (série antiga)
1686,FUNCEX12_XQBCDGCE12,Exportações - bens de consumo duráveis - quantum - índice (média 2006 = 100) (série nova)
1687,FUNCEX12_XQBCND12,Exportações - bens de consumo não duráveis - quantum - índice (média 2006 = 100) (série antiga)
1688,FUNCEX12_XQBCNDGCE12,Exportações - bens de consumo não duráveis - quantum - índice (média 2006 = 100) (série nova)
1689,FUNCEX12_XQBEB2N12,Exportações - setor: bebidas - quantum - índice (média 2006 = 100)
1690,FUNCEX12_XQBI12,Exportações - bens intermediários - quantum - índice (média 2006 = 100) (série antiga)
1691,FUNCEX12_XQBIGCE12,Exportações - bens intermediários - quantum - índice (média 2006 = 100) (série nova)
1692,FUNCEX12_XQBK12,Exportações - bens de capital - quantum - índice (média 2006 = 100) (série antiga)
1693,FUNCEX12_XQBKGCE12,Exportações - bens de capital - quantum - índice (média 2006 = 100) (série nova)
1694,FUNCEX12_XQCAL2N12,"Exportações - setor: couros, artefatos de couro e calçados - quantum - índice (média 2006 = 100)"
1695,FUNCEX12_XQCOMB12,Exportações - combustíveis - quantum - índice (média 2006 = 100) (série antiga)
1696,FUNCEX12_XQCOMBGCE12,Exportações - combustíveis - quantum - índice (média 2006 = 100) (série nova)
1697,FUNCEX12_XQDIV2N12,Exportações - setor: indústrias diversas - quantum - índice (média 2006 = 100)
1698,FUNCEX12_XQEMM2N12,Exportações - setor: extração de minerais metálicos - quantum - índice (média 2006 = 100)
1699,FUNCEX12_XQEMNM2N12,Exportações - setor: extração de minerais não-metálicos - quantum - índice (média 2006 = 100)
1700,FUNCEX12_XQEPET2N12,Exportações - setor: extração de petróleo e gás natural - quantum - índice (média 2006 = 100)
1701,FUNCEX12_XQFARM2N12,Exportações - setor: produtos farmoquímicos farmacêuticos - quantum - índice (média 2006 = 100)
1702,FUNCEX12_XQFUMO2N12,Exportações - setor: produtos do fumo - quantum - índice (média 2006 = 100)
1703,FUNCEX12_XQIXQG2N12,Exportações - setor: impressão e reprodução de gravações - quantum - índice (média 2006 = 100)
1704,FUNCEX12_XQM12,Exportações - produtos manufaturados - quantum - índice (média 2006 = 100)
1705,FUNCEX12_XQMAD2N12,Exportações - setor: produtos de madeira - quantum - índice (média 2006 = 100)
1706,FUNCEX12_XQMAQELET2N12,"Exportações - setor: máquinas, aparelhos e materiais elétricos - quantum - índice (média 2006 = 100)"
1707,FUNCEX12_XQMAQEQU2N12,Exportações - setor: máquinas e equipamentos - quantum - índice (média 2006 = 100)
1708,FUNCEX12_XQMAQINF2N12,"Exportações - setor: eq. de informática, eletrônicos e ópticos - quantum - índice (média 2006 = 100)"
1709,FUNCEX12_XQMET2N12,Exportações - setor: produtos de metal - quantum - índice (média 2006 = 100)
1710,FUNCEX12_XQMETBAS2N12,Exportações - setor: metalurgia - quantum - índice (média 2006 = 100)
1711,FUNCEX12_XQMNM2N12,Exportações - setor: produtos de minerais não-metálicos - quantum - índice (média 2006 = 100)
1712,FUNCEX12_XQMOV2N12,Exportações - setor: móveis - quantum - índice (média 2006 = 100)
1713,FUNCEX12_XQOUTTRANS2N12,Exportações - setor: outros equipamentos de transporte - quantum - índice (média 2006 = 100)
1714,FUNCEX12_XQPAP2N12,"Exportações - setor: celulose, papel e produtos de papel - quantum - índice (média 2006 = 100)"
1715,FUNCEX12_XQPES2N12,Exportações - setor: pesca e aqüicultura - quantum - índice (média 2006 = 100)
1716,FUNCEX12_XQPETCOMB2N12,Exportações - setor: derivados do petróleo - quantum - índice (média 2006 = 100)
1717,FUNCEX12_XQPLAS2N12,Exportações - setor: produtos de borracha e material plástico - quantum - índice (média 2006 = 100)
1718,FUNCEX12_XQPRF2N12,Exportações - setor: produção florestal - quantum - índice (média 2006 = 100)
1719,FUNCEX12_XQQUIM2N12,Exportações - setor: produtos químicos - quantum - índice (média 2006 = 100)
1720,FUNCEX12_XQS12,Exportações - produtos semi-manufaturados - quantum - índice (média 2006 = 100)
1721,FUNCEX12_XQT12,Exportações - quantum - índice (média 2006 = 100)
1722,FUNCEX12_XQTEXT2N12,Exportações - setor: produtos têxteis - quantum - índice (média 2006 = 100)
1723,FUNCEX12_XQVEIC2N12,"Exportações - setor: veículos automotores, reboques,carrocerias - quantum - índice(média 2006 = 100)"
1724,FUNCEX12_XQVEST2N12,Exportações - setor: artigos de vestuário e acessórios - quantum - índice (média 2006 = 100)
1725,FUNCEX12_XR12,Exportações - rentabilidade - índice (dez. 2003 = 100)
1726,FUNCEX12_XVABAT12,Exportações - setor: abate de animais - (FOB)
1727,FUNCEX12_XVACUC12,Exportações - setor: açúcar - (FOB)
1728,FUNCEX12_XVAGP12,Exportações - setor: agropecuária - (FOB)
1729,FUNCEX12_XVAGP2N12,Exportações - setor: agricultura e pecuária - (FOB)
